Video,Question_ID,llm_name,LLM_Response,likert_score,likert_explanation,positive_statement_x,video_path,question_id,question,answer1,annotator1,answer2,annotator2,answer3,annotator3,positive_statement_y,likert1_score,likert1_explanation,likert2_score,likert2_explanation,likert3_score,likert3_explanation,overall_ratings
2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion.",1,"The OLD_RESPONSE explicitly endorses that the individual's face appears blank and emotionless, even when trying to express emotion. This directly contradicts the NEW_QUESTION, which describes natural, emotionally appropriate expressions without a blank/emotionless appearance. Therefore, alignment is very low.

**Likert Score: 1**","The subject’s facial expressions are natural, emotionally appropriate, and symmetrical (noblank/emotionless face, weakness, asymmetry, or difficulty holding expressions).",/localdisk1/PARK/park_vlm/Videos/2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,8,"Indicate which of the following are true for the subject: (i) The individual's face appears blank and emotionless, even when they are trying to express an emotion. (ii) The expression is weak or asymmetrical, and the individual has difficulty holding an expression (e.g., smile) for an extended period. Also mention if you observe other facial expression abnormalities. If there is nothing abnormal, output ""nothing abnormal"".","The individualÃ¢ÂÂs face appears blank and emotionless, even when they are trying to express an emotion.",Nami,The individualÃ¢ÂÂs face appears blank and emotionless,Natalia,normal,Cayla,"The subject’s facial expressions are natural, emotionally appropriate, and symmetrical (noblank/emotionless face, weakness, asymmetry, or difficulty holding expressions).",1,"The old response explicitly states that the individual’s face appears “blank and emotionless, even when they are trying to express an emotion.” This directly contradicts the new statement, which describes natural, emotionally appropriate expressions without a blank/emotionless face. Therefore, alignment with the new question is very low.

**Likert Score: 1**",1,"The old response states that “The individual’s face appears blank and emotionless,” which directly contradicts the new statement that facial expressions are natural and emotionally appropriate (i.e., not blank/emotionless). There is clear evidence of abnormality, so alignment with the new positive statement is very low.

**Likert Score: 1**",5,"The old question asks specifically about abnormalities in facial expression (blankness, weakness, asymmetry, difficulty holding expressions) and instructs that if there is nothing abnormal, one should say ""nothing abnormal."" The response ""normal"" clearly indicates no abnormalities were observed. This aligns strongly with the new positive statement that facial expressions are natural, appropriate, and symmetrical, with no such issues.

**Likert Score: 5**",1
2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and reduced arm swing while speaking. There are no visible tremors or involuntary shaking in the hands or other extremities. The posture is normal, and there are no signs of difficulty in maintaining balance.",1,"The NEW_QUESTION states that no abnormal signs are observed.  
The OLD_RESPONSE explicitly reports abnormal signs: “signs of bradykinesia, such as slow arm movements and reduced arm swing while speaking,” which directly contradicts the statement of no slowness or reduced arm swing. Although it notes no tremors and normal posture/balance, the presence of bradykinesia and reduced arm swing means the response does not align with the NEW_QUESTION.

**Likert Score: 1**","No abnormal signs are observed in body parts (e.g., no tremors, involuntary shaking, stiffness,rigidity, reduced arm swing, slowness, abnormal posture, or balance issues).",/localdisk1/PARK/park_vlm/Videos/2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,9,"Document any abnormal signs observed in body parts other than the face. This includes, but is not limited to, tremors in the hands, involuntary shaking or rhythmic movements of the upper or lower extremities, stiffness or rigidity in the limbs, reduced arm swing while speaking, or any signs of bradykinesia (slowness of movement). Additionally, note any abnormal postures, difficulty in maintaining balance, or other motor irregularities that may be indicative of Parkinson's disease.",dyskinetic movements of head throughout,Nami,cervical dyskinesias,Natalia,none,Cayla,"No abnormal signs are observed in body parts (e.g., no tremors, involuntary shaking, stiffness,rigidity, reduced arm swing, slowness, abnormal posture, or balance issues).",1,"The old response explicitly notes “dyskinetic movements of head throughout,” which clearly describes abnormal, involuntary movements. This directly contradicts the new statement that no abnormal signs are observed in body parts. Therefore, the alignment with the new question is very low.

**Likert Score: 1**",1,"The old response “cervical dyskinesias” clearly documents an abnormal involuntary movement (dyskinesia) in the neck region. This directly contradicts the new statement that no abnormal signs are observed in body parts. Therefore, the alignment with the new question is very low.

**Likert Score: 1**",5,"The OLD_RESPONSE is ""none,"" given in the context of documenting abnormal signs in body parts other than the face. This clearly indicates that no abnormal signs were observed. The NEW_QUESTION is a positive statement that no such abnormalities are present. The response directly supports and fully aligns with this statement.

**Likert Score: 5**",1
2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,10,llava_qwen,"The subject appears to be in a neutral state, with no significant changes in their facial expressions or body language throughout the video.",3,"The old response describes the subject as being in a ""neutral state"" with ""no significant changes"" in facial expressions or body language. This suggests stability and absence of obvious distress or agitation, which is somewhat consistent with being calm. However, it does not explicitly indicate that the subject is alert, nor does it clearly rule out exhaustion or confusion—only that no significant changes were observed.

Thus, the response partially supports the new statement (especially the ""no inappropriate energy levels"" part) but does not strongly confirm all aspects (calm and alert, no exhaustion or confusion).

**Likert Score: 3**","The subject appears calm and alert, with no signs of exhaustion, confusion, or inappropriate energy levels.",/localdisk1/PARK/park_vlm/Videos/2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,10,"Provide a brief description of the subject's perceived state of mind, noting whether they appear energetic, exhausted, calm, confused, or exhibit any other relevant emotional or cognitive cues.",calm,Nami,calm,Natalia,exhausted,Cayla,"The subject appears calm and alert, with no signs of exhaustion, confusion, or inappropriate energy levels.",3,"The old response only states that the subject is ""calm."" This directly supports the ""appears calm"" part of the new question but says nothing about being alert or about the absence of exhaustion, confusion, or inappropriate energy levels. Since we cannot assume these additional aspects from the single word ""calm,"" the alignment is partial rather than complete.

**Likert Score: 3**",3,"The response only states that the subject is ""calm."" This directly supports the ""appears calm"" part of the new statement but provides no information about alertness, exhaustion, confusion, or energy levels. Since it partially aligns but does not confirm the full statement, a moderate agreement score is appropriate.

**Likert Score: 3**",1,"The old response describes the subject as ""exhausted,"" which directly contradicts the new statement that the subject shows ""no signs of exhaustion"" and appears ""calm and alert."" Since exhaustion is explicitly present in the response and explicitly denied in the new question, the alignment is very poor.

**Likert Score: 1**",3
2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,11,llava_qwen,"No, there were no other individuals present in the background.",5,"The old response explicitly states: “No, there were no other individuals present in the background,” which directly affirms the new statement: “No other individuals are visible in the background during the task.” This is a perfect alignment with the positive statement.

**Likert Score: 5**",No other individuals are visible in the background during the task.,/localdisk1/PARK/park_vlm/Videos/2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,11,"Indicate whether any other individuals were present in the background. If so, provide a brief description (e.g., ""An older male is visible in the background""). Conclude with a final answer: ""Yes"" or ""No"".",none,Nami,none,Natalia,none,Cayla,No other individuals are visible in the background during the task.,5,"The old response is ""none"" to a question asking whether any other individuals were present in the background. This clearly indicates that no other individuals were visible. The new question states: ""No other individuals are visible in the background during the task."" The response fully agrees with this statement.

**Likert Score: 5**",5,"The old question asks whether any other individuals were present and to conclude with ""Yes"" or ""No.""  
The response ""none"" indicates that there were no other individuals present in the background.  
This directly supports the new statement: ""No other individuals are visible in the background during the task.""

Therefore, the alignment is very strong.

**Likert Score: 5**",5,"The old question asks whether any other individuals were present and to conclude with ""Yes"" or ""No."" The response ""none"" indicates that there were no other individuals present. This directly supports the new statement that no other individuals are visible in the background during the task. Therefore, the alignment is very strong.

**Likert Score: 5**",5
2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,12,llava_qwen,"No, the subject is not using complex sentences that are difficult to understand.",5,"The OLD_RESPONSE clearly states: “No, the subject is not using complex sentences that are difficult to understand.”  

The NEW_QUESTION is: “The subject does not use complex or difficult-to-understand sentences.”  

These two statements are essentially identical in meaning: both affirm that the subject’s sentences are not complex or hard to understand. Therefore, the response fully agrees with the NEW_QUESTION.

**Likert Score: 5**",The subject does not use complex or difficult-to-understand sentences.,/localdisk1/PARK/park_vlm/Videos/2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,12,"Indicate whether the subject is using complex sentences that are difficult to understand. Conclude with a final answer: ""Yes"" or ""No"".",no,Nami,no,Natalia,simple sentences,Cayla,The subject does not use complex or difficult-to-understand sentences.,5,"The old question asks whether the subject is using complex, difficult-to-understand sentences, and the response is ""no."" This means the respondent is saying the subject is *not* using complex or difficult sentences.  

The new question is a positive statement: ""The subject does not use complex or difficult-to-understand sentences.""  
This directly matches the meaning of the response ""no"" to the old question.

Thus, the alignment is very strong.

**Likert Score: 5**",5,"The old question asks whether the subject is using complex, difficult-to-understand sentences, and the response is ""no."" This means the respondent is saying the subject is *not* using complex or difficult sentences.  

The new question is a positive statement: ""The subject does not use complex or difficult-to-understand sentences."" This directly matches the meaning of the response ""no"" to the old question. Therefore, the alignment is very strong.

**Likert Score: 5**",5,"The old response, ""simple sentences,"" directly indicates that the subject is *not* using complex or difficult-to-understand sentences. This strongly supports the new statement: ""The subject does not use complex or difficult-to-understand sentences."" Therefore, the alignment is very high.

**Likert Score: 5**",5
2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,13,llava_qwen,"No, the face was consistently visible throughout the video.",5,"The old response states that “the face was consistently visible throughout the video,” directly supporting the idea that a critical body part (the face) remained fully visible and unobstructed for the entire task. This aligns strongly with the new statement that all critical body parts remain fully visible throughout. There is no indication of any obstruction or partial visibility.

**Likert Score: 5**","All critical body parts (e.g., unobstructed face) remain fully visible in the frame throughout the task.",/localdisk1/PARK/park_vlm/Videos/2023-12-21T13%3A46%3A06.420Z_8Jtw40uCppYPEM2hYYlbJyPdaMl1_speech.mp4,13,"Indicate if any body part critical for this task is partially visible (or invisible). For example, was the subject wearing a mask that may have obstructed important visual information? Or did the face go out of frame while the subject was completing the task?",ok,Nami,good visibility,Natalia,none,Cayla,"All critical body parts (e.g., unobstructed face) remain fully visible in the frame throughout the task.",5,"The response ""ok"" to the question about whether any critical body part was partially visible or obstructed most naturally implies that there were no issues worth noting—that everything was fine. Interpreted in context, this suggests that all critical body parts remained visible and unobstructed.

Thus, it aligns strongly with the positive statement that all critical body parts remain fully visible throughout the task.

**Likert Score: 5**",5,"The response “good visibility” directly implies that there were no notable obstructions or issues seeing critical body parts, which aligns well with the statement that all critical body parts remain fully visible. Although it’s brief and not explicit, it reasonably supports full visibility throughout the task.

**Likert Score: 5**",5,"The old question asks whether any critical body part was partially visible or invisible. The response ""none"" indicates that there were no such obstructions or visibility issues. This directly supports the new positive statement that all critical body parts remained fully visible throughout the task.

**Likert Score: 5**",5
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,1,llava_qwen,"The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips.",1,"The old response explicitly states that the person “demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips.” This directly contradicts the new statement that the person shows no signs of difficulty in facial expressions. Therefore, the alignment with the new question is very low.

**Likert Score: 1**",The person shows no signs of difficulty in facial expressions.,/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,1,"Please describe whether the person demonstrates any difficulty through their facial expressions. Some examples of visible difficulty include furrowed brow, squinting eyes, clenched jaw, tight lips, head hanging low, sighing, wrinkled forehead, etc. Mention such specific details when found. End output with a final answer choice: ""Yes"" or ""No"".",none,Nami,none,Natalia,none,Cayla,The person shows no signs of difficulty in facial expressions.,5,"The old question asks whether the person demonstrates any visible difficulty in facial expressions. The response is ""none,"" which directly indicates that no such difficulties were observed. This aligns very strongly with the new statement that the person shows no signs of difficulty in facial expressions.

**Likert Score: 5**",5,"The old question asks whether the person demonstrates any difficulty through facial expressions. The response is ""none,"" which directly indicates that no such difficulties were observed. This aligns very strongly with the new statement that the person shows no signs of difficulty in facial expressions.

**Likert Score: 5**",5,"The old question asks whether the person demonstrates any difficulty through facial expressions. The response is ""none,"" which directly indicates that no such difficulty is observed. This aligns very strongly with the new statement that the person shows no signs of difficulty in facial expressions.

**Likert Score: 5**",5
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,2,llava_qwen,"The background is not overloaded, and the lighting condition is appropriate.",5,"The open-ended response explicitly states: “The background is not overloaded, and the lighting condition is appropriate.” This directly matches the positive statement in the NEW_QUESTION: “The background is not overloaded, and the lighting conditions are appropriate (not too dark or overlit).” There is full agreement with both parts of the statement, with no ambiguity or contradiction.

**Likert Score: 5**","The background is not overloaded, and the lighting conditions are appropriate (not too dark or overlit).",/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,2,"Mention if the background is overloaded (i.e., too many things), or the lighting condition is inappropriate (i.e., too dark or overlit). Otherwise, just output ""normal background"".","lighting a little poor, could be better",Nami,normal background,Natalia,normal background,Cayla,"The background is not overloaded, and the lighting conditions are appropriate (not too dark or overlit).",2,"The response says “lighting a little poor, could be better,” which directly indicates that the lighting conditions are not appropriate. It does not mention the background being overloaded, but it clearly disagrees with the part of the new statement about appropriate lighting. Overall, this aligns poorly with the positive statement.

**Likert Score: 2**",5,"The old response explicitly says ""normal background,"" which in the context of the old question means the background is not overloaded and the lighting is not inappropriate. This directly supports the positive statement in the new question.

**Likert Score: 5**",5,"The old response explicitly says ""normal background,"" which in the context of the old question means the background is not overloaded and the lighting is not inappropriate. This directly agrees with the new positive statement about appropriate background and lighting.

**Likert Score: 5**",5
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,3,llava_qwen,"No, the person's eye blink rate was normal.",5,"The old response explicitly states: “the person's eye blink rate was normal,” which directly affirms the new statement that the person’s eye blink rate is normal and shows no abnormality. This is a complete and unambiguous agreement with the NEW_QUESTION.

**Likert Score: 5**","The person’s eye blink rate is normal (no absence of blinking, reduced blink rate, or excessive blinking).",/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,3,"Was there anything abnormal about the person’s eye blink rate? For example, they may not be blinking at all, or they may have reduced or increased blink rate compared to a normal person. If there is nothing abnormal, output ""normal blinking"".",decreased at times,Nami,reduced,Natalia,normal,Cayla,"The person’s eye blink rate is normal (no absence of blinking, reduced blink rate, or excessive blinking).",1,"The old response “decreased at times” explicitly indicates an abnormal (reduced) blink rate, which directly contradicts the new statement that the person’s blink rate is normal. Therefore, the alignment with the new question is very low.

**Likert Score: 1**",1,"The old response states ""reduced,"" indicating that the person’s blink rate is lower than normal. This directly contradicts the new statement that the blink rate is normal (i.e., no reduced blinking). Therefore, the alignment with the new question is very low.

**Likert Score: 1**",5,"The old question asks whether there was anything abnormal about the person’s eye blink rate, with the instruction that if there is nothing abnormal, the response should be ""normal blinking."" The response given is ""normal,"" which clearly indicates no abnormality in blink rate. This directly supports the new positive statement that the person’s eye blink rate is normal.

**Likert Score: 5**",1
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,4,llava_qwen,The camera is at an appropriate distance.,5,"The old response directly states: “The camera is at an appropriate distance.”  

Given the old question’s definition of “appropriate” (upper half visible, lower half not), this response fully agrees with the positive statement in the new question that the camera distance is appropriate. There is no indication of disagreement or ambiguity.  

**Likert Score: 5**","The camera distance is appropriate, with the upper half of the subject’s body visible and thelower half not captured.",/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,4,"How far is the camera? A good position of the camera would be when the upper half of the subject's body remains visible, while the lower half is not captured in the frame. If the upper body is only partly visible, the camera is too close. If the lower body is also visible, the camera is too far.",good,Nami,good position,Natalia,too close,Cayla,"The camera distance is appropriate, with the upper half of the subject’s body visible and thelower half not captured.",5,"The response ""good"" to the original question about whether the camera distance results in the correct framing strongly implies that the current distance is appropriate. Since the NEW_QUESTION describes the ideal framing, and the respondent labels it as ""good,"" this indicates clear agreement that the camera distance matches the desired condition.

**Likert Score: 5**",5,"The old response “good position” directly indicates that the camera distance/position is appropriate according to the criteria given in the old question. Since the new question is a positive statement asserting that the camera distance is appropriate, this response fully agrees with it.

**Likert Score: 5**",1,"The old response says “too close,” which directly indicates that the camera distance is *not* appropriate according to the original criteria. The new question asserts that the camera distance *is* appropriate. Since “too close” contradicts this, the alignment is very low.

**Likert Score: 1**",5
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story.",5,"The response explicitly states that “The subject is coherent in what they are speaking, delivering an easy to understand story,” which directly supports the parts of the new question about coherence and ease of understanding. While it does not explicitly mention staying focused on the central topic or avoiding unorganized detours, there is no indication of any problems in that area, and “easy to understand story” reasonably implies a focused, organized narrative.

Given this strong alignment with all key aspects (at least implicitly), the most appropriate rating is 5.

**Likert Score: 5**","The subject’s speech is coherent, easy to understand, and stays focused on the central topic(no unorganized detours).",/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,5,"Is the subject coherent in what they are speaking? Are they delivering an easy to understand story, or are they deterring a lot from the central topic and delivering an unorganized speech?",coherent,Nami,"yes, subject is coherent, easy to understand story",Natalia,yes coherent,Cayla,"The subject’s speech is coherent, easy to understand, and stays focused on the central topic(no unorganized detours).",5,"The response is a single word: “coherent.”  

Given the old question contrasts coherent, easy-to-follow speech with unorganized, off-topic speech, the respondent’s choice of “coherent” clearly indicates they view the subject’s speech as coherent and understandable, aligning strongly with the positive statement in the new question.

**Likert Score: 5**",5,"The response explicitly states “yes, subject is coherent, easy to understand story,” which directly affirms the key elements of the new statement: coherence and ease of understanding. While it does not explicitly mention staying on the central topic or avoiding unorganized detours, there is no indication of any problems in that regard, and the positive assessment strongly implies overall coherence and organization.

**Likert Score: 5**",5,"The response “yes coherent” directly affirms that the subject is coherent, which aligns strongly with the statement that the speech is coherent, easy to understand, and focused. There is no indication of any disagreement or qualification.

**Likert Score: 5**",5
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.,5,"The old response explicitly states: “The subject was able to follow the instructions while completing the task,” with no mention of any deviations or differences. This directly supports the new statement that the subject followed all instructions accurately and that no deviations were observed.

Therefore, the response fully aligns with the new question.

**Likert Score: 5**",The subject followed all instructions accurately while completing the task (no deviationsobserved).,/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,6,"Please indicate whether the subject was able to follow the instructions while completing the task. If the subject was doing something differently, please describe.",compliant,Nami,the subject follows the instructions and completes the task,Natalia,yes follows instructions,Cayla,The subject followed all instructions accurately while completing the task (no deviationsobserved).,5,"The word ""compliant"" directly indicates that the subject followed the instructions as required, with no mention of any deviations or issues. This aligns very strongly with the statement that the subject followed all instructions accurately and that no deviations were observed.

**Likert Score: 5**",5,"The response states that ""the subject follows the instructions and completes the task"" and does not mention any deviations or issues. This directly supports the idea that the subject followed all instructions accurately with no observed deviations.

**Likert Score: 5**",5,"The response “yes follows instructions” directly affirms that the subject followed instructions, with no mention of any deviations or problems. This aligns very strongly with the statement that the subject followed all instructions accurately and that no deviations were observed.

**Likert Score: 5**",5
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,7,llava_qwen,most of the times,1,"The old response “most of the times” indicates that the subject’s lips are parted most of the time when not speaking.  

The new statement says the subject’s lips are *never* parted when not speaking (i.e., closed or only slightly parted most of the time). This is the opposite of “most of the times” being parted, so the alignment is very low.

**Likert Score: 1**","The subject’s lips are never parted when not speaking (e.g., closed or slightly parted most ofthe time).",/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,7,"Indicate the extent of lips parting when the subject is not saying anything (i.e., always/most of the times/sometimes/very few times/never).","unable to assess, not at rest",Nami,no,Natalia,very few times,Cayla,"The subject’s lips are never parted when not speaking (e.g., closed or slightly parted most ofthe time).",3,"The response “unable to assess, not at rest” indicates that the rater could not observe the subject in the required condition (at rest) and therefore made no judgment about lip parting. Since there is no information about whether the lips are never parted, we cannot infer agreement or disagreement with the new statement. The most neutral, information-less position corresponds to the midpoint of the scale.

**Likert Score: 3**",5,"The old question asks how often the subject’s lips are parted when not speaking. The response “no” most naturally indicates “no, they are not parted,” which aligns with the idea that the lips are never parted when not speaking. This directly supports the new statement that the subject’s lips are never parted when not speaking.

**Likert Score: 5**",4,"The old response “very few times” means the subject’s lips are parted only rarely when not speaking, implying they are closed (or nearly closed) most of the time.  

The new statement says the lips are *never* parted when not speaking, which is slightly stronger than “very few times,” but still generally consistent with lips being closed most of the time. Thus, the alignment is high but not perfect.

**Likert Score: 4**",4
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion.",1,"The old response explicitly endorses that the individual's face appears blank and emotionless, even when trying to express emotion. This directly contradicts the new statement, which describes natural, emotionally appropriate expressions without a blank/emotionless appearance. Therefore, the alignment with the new question is very low.

**Likert Score: 1**","The subject’s facial expressions are natural, emotionally appropriate, and symmetrical (noblank/emotionless face, weakness, asymmetry, or difficulty holding expressions).",/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,8,"Indicate which of the following are true for the subject: (i) The individual's face appears blank and emotionless, even when they are trying to express an emotion. (ii) The expression is weak or asymmetrical, and the individual has difficulty holding an expression (e.g., smile) for an extended period. Also mention if you observe other facial expression abnormalities. If there is nothing abnormal, output ""nothing abnormal"".","The individualÃ¢ÂÂs face appears blank and emotionless, even when they are trying to express an emotion",Nami,The individualÃ¢ÂÂs face appears blank and emotionless,Natalia,"blank and emotionless, minimal movements around the mouth, but intact blink rate",Cayla,"The subject’s facial expressions are natural, emotionally appropriate, and symmetrical (noblank/emotionless face, weakness, asymmetry, or difficulty holding expressions).",1,"The old response explicitly states that “the individual’s face appears blank and emotionless, even when they are trying to express an emotion.”  

The new question describes *natural, emotionally appropriate* facial expressions without a blank/emotionless appearance. The described blank and emotionless face directly contradicts this, indicating abnormal rather than natural expression.

Therefore, the alignment with the positive statement in the new question is very low.

**Likert Score: 1**",1,"The old response states that “The individual’s face appears blank and emotionless,” which directly contradicts the new statement that facial expressions are natural and emotionally appropriate (i.e., not blank/emotionless). This indicates clear abnormality rather than normal expression.

Therefore, the alignment with the new positive statement is very low.

**Likert Score: 1**",1,"The response describes the face as “blank and emotionless” with “minimal movements around the mouth,” which directly contradicts the idea of natural, emotionally appropriate expressions. While blink rate is intact, this does not offset the abnormality in emotional expressiveness. Thus, the statement in the NEW_QUESTION is strongly not met.

**Likert Score: 1**",1
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and a reduced arm swing while speaking.",1,"The OLD_RESPONSE clearly describes abnormal motor signs: “signs of bradykinesia,” “slow arm movements,” and “reduced arm swing while speaking.”  

The NEW_QUESTION states that no abnormal signs are observed. This directly contradicts the response, which reports multiple abnormalities. Therefore, the alignment with the NEW_QUESTION is very low.

**Likert Score: 1**","No abnormal signs are observed in body parts (e.g., no tremors, involuntary shaking, stiffness,rigidity, reduced arm swing, slowness, abnormal posture, or balance issues).",/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,9,"Document any abnormal signs observed in body parts other than the face. This includes, but is not limited to, tremors in the hands, involuntary shaking or rhythmic movements of the upper or lower extremities, stiffness or rigidity in the limbs, reduced arm swing while speaking, or any signs of bradykinesia (slowness of movement). Additionally, note any abnormal postures, difficulty in maintaining balance, or other motor irregularities that may be indicative of Parkinson's disease.",slight head tremor,Nami,none,Natalia,normal,Cayla,"No abnormal signs are observed in body parts (e.g., no tremors, involuntary shaking, stiffness,rigidity, reduced arm swing, slowness, abnormal posture, or balance issues).",1,"The old response notes an abnormal sign: a “slight head tremor.” This directly contradicts the new statement that no abnormal signs are observed. Even though the tremor is described as “slight,” its presence means the statement is not true.

**Likert Score: 1**",5,"The OLD_RESPONSE is ""none,"" given in the context of documenting abnormal signs in body parts other than the face. This clearly indicates that no abnormal signs were observed. The NEW_QUESTION is a positive statement that no such abnormalities are present. The response directly and fully agrees with this statement.

**Likert Score: 5**",5,"The old response is simply ""normal,"" given in the context of documenting abnormal signs in body parts. In this context, ""normal"" clearly indicates that no abnormal signs (tremors, rigidity, balance issues, etc.) were observed. This directly supports the new positive statement that no abnormal signs are present.

Therefore, the alignment with the NEW_QUESTION is very strong.

**Likert Score: 5**",5
2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,10,llava_qwen,"The subject appears calm and focused, with no signs of confusion or exhaustion.",5,"The old response states the subject is ""calm and focused, with no signs of confusion or exhaustion.""  

This directly supports:
- Calm: explicitly mentioned.
- Alert: ""focused"" strongly implies alertness.
- No confusion: explicitly mentioned.
- No exhaustion: explicitly mentioned.

The only part not directly addressed is ""inappropriate energy levels,"" but nothing in the response suggests a mismatch, and the rest aligns very closely with the new statement. Overall, this is a very strong match.

**Likert Score: 5**","The subject appears calm and alert, with no signs of exhaustion, confusion, or inappropriate energy levels.",/localdisk1/PARK/park_vlm/Videos/2023-12-22T13%3A52%3A47.981Z_fe3L48CUFkWUuWiDuj7auCs87qU2_speech.mp4,10,"Provide a brief description of the subject's perceived state of mind, noting whether they appear energetic, exhausted, calm, confused, or exhibit any other relevant emotional or cognitive cues.",calm,Nami,calm,Natalia,calm,Cayla,"The subject appears calm and alert, with no signs of exhaustion, confusion, or inappropriate energy levels.",3,"The response only states that the subject is ""calm."" This directly supports the ""appears calm"" part of the new question but provides no information about alertness, exhaustion, confusion, or energy levels. Since it partially aligns but does not confirm the full statement, a moderate agreement score is appropriate.

**Likert Score: 3**",3,"The old response only states that the subject is ""calm."" This directly supports the ""appears calm"" part of the new question but says nothing about being alert or about the absence of exhaustion, confusion, or inappropriate energy levels. Since those additional elements are not confirmed or contradicted, the alignment is partial rather than complete.

**Likert Score: 3**",3,"The response only states that the subject is ""calm."" This directly supports the ""appears calm"" part of the new question but provides no information about alertness, exhaustion, confusion, or energy level. Since it partially aligns but does not confirm the full statement, a moderate agreement score is appropriate.

**Likert Score: 3**",3
